size=50, dropout=0.0, ,topk:20, lr=1e-05, batch-size=6, epochs=100, attributed=True, supervised=False
761	-0.08380539 0.21338944 -0.34015295 0.14046851 0.026490483 -0.11346646 -0.077253684 -0.14393689 0.18074018 0.16998918 0.10206009 0.36626092 -0.11892153 -0.07665139 -0.11078687 0.26760706 0.24026248 0.11687175 -0.060821354 0.17157887 0.18393543 -0.3715797 0.038930926 0.33129156 -0.43477687 -0.0461296 0.024915425 -0.31447917 -0.16505869 -0.10214976 0.15177882 -0.42291844 0.21095265 0.04911844 0.002765078 -0.10286552 0.050583012 -0.16628571 -0.124075085 -0.18730739 -0.13713467 -0.10607016 -0.03613794 0.08991718 0.46856007 0.059122562 0.10923072 -0.2515926 -0.34187534 0.2027449 0.38301468 0.24108124 -0.27318132 0.24852447 -0.43873152 0.07334621 -0.27822444 -0.14419198 0.09591882 -0.13265574 -0.07617511 -0.25703806 0.079006486 -0.19112298 -0.058363937 -0.3079377 0.15004316 0.22784014 -0.077928044 -0.19759075 -0.26997164 0.1182265 0.039314494 0.2674296 0.34402227 -0.14827478 0.014012794 0.17168403 0.09434986 0.2536759 0.23220055 -0.08685591 0.17220286 0.29165512 -0.12298676 0.17681313 0.11005883 -0.19474739 -0.097887725 0.052481804 0.028870814 -0.16681589 -0.3012732 0.28033033 -0.04065191 -0.05750416 -0.008763874 -0.17209855 -0.24824092 0.07339597
762	-0.04138613 0.17517963 -0.46963066 -0.20807907 0.15905079 0.27552286 0.4130612 -0.2018438 -0.07117438 0.15102127 0.032591898 0.42995182 -0.6680791 -0.18054087 0.21135905 0.26218724 -0.12839967 0.5690216 0.23425081 0.12598552 0.6476595 -0.5797944 0.40546143 0.599401 -0.30713004 0.08669757 -0.38645187 -0.35822058 -0.16954736 0.34327036 0.14360859 -0.34025064 0.3034273 0.0700031 -0.26961264 0.13883872 0.14049676 -0.32613316 -0.3975534 0.24991216 0.07586062 -0.3753964 -0.115880184 0.19724974 0.40570882 -0.15364984 -0.11861825 0.12123978 -0.6376691 -0.011499466 1.1188698 0.27325234 -0.24960157 0.5414998 -0.2630756 -0.4892038 -0.7538594 0.33431578 -0.21696305 -0.4051862 0.21341443 -0.15912946 -0.056523055 0.20924224 -0.48160315 -0.17988655 0.18731079 0.09341208 -0.4307365 -0.040091574 -0.6127817 0.26764768 0.09250893 0.15527563 0.21341144 -0.39155915 -0.11501999 0.031018158 -0.122560985 -0.20750433 0.3637501 -0.34403363 0.1910681 0.50682807 -0.2694678 -0.1774242 0.19894223 -0.56863546 0.4711366 0.22261222 0.25953615 -0.6949021 -0.80820096 0.9845593 0.052220713 -0.2202885 0.16252236 -0.4036934 -0.40974334 0.2232078
763	-0.07740425 0.10895963 -0.31111544 0.08492928 -0.32631811 0.44705534 0.18786992 -0.18277685 -0.36652365 0.3164908 0.07841314 0.05957339 -0.5569768 0.16647781 -0.0138494335 -0.1863867 -0.40388513 0.6468819 0.009045372 0.37866396 0.3438171 0.028357364 0.2541348 -0.19079764 -0.23601742 0.26273528 -0.61469567 -0.033464648 0.112313345 0.0044665765 -0.122828074 -0.22941878 0.16207579 0.04120445 -0.2750783 -0.054230537 -0.007732451 -0.02991805 -0.07018887 0.108839974 0.18137224 -0.23747614 -0.26994458 0.085629456 0.43754435 -0.23745054 0.2774883 0.16294265 -0.30678567 0.036611766 0.58766335 0.14262775 -0.36305758 0.5111427 -0.3808873 -0.0779385 -0.3606095 0.18251613 -0.26948893 -0.13263963 0.31219757 -0.20171537 0.07823658 0.17595756 0.051657505 -0.25750583 0.4028224 -0.30075568 0.09543823 0.037608426 -0.37865788 -0.113563664 0.049847923 0.053227965 -0.12844197 -0.05187788 0.24549682 0.13011853 -0.084700935 -0.2909324 0.20702766 -0.3406302 -0.09327474 0.14102699 -0.12438084 -0.05567078 -0.22280736 -0.41027853 0.46022075 -0.13055392 0.1617378 -0.20424423 -0.41931492 0.19525737 -0.32738823 0.10630843 -0.05649693 0.21054035 -0.10006554 0.23907787
764	-0.049245022 0.07100052 -0.25270334 -0.058775432 0.21021293 0.21534215 0.31066424 -0.0686014 -0.07091351 0.13675815 -0.074450985 0.2887397 -0.39400858 -0.079772286 0.091852054 0.108658955 -0.07119801 0.3035102 0.046038657 0.12998249 0.33449668 -0.32166582 0.14221595 0.21264115 -0.21920808 0.036026545 -0.19024503 -0.23783278 -0.056632947 0.15582459 0.013282869 -0.30337825 0.08281429 0.037884507 -0.10724814 0.052061938 -0.11915407 0.017876035 -0.24788629 0.120193645 0.08252254 -0.14450008 -0.01154183 -0.002586069 0.2547237 -0.10791872 0.054018304 -0.058166467 -0.3036417 -0.056198895 0.661341 0.04593347 -0.25478572 0.32922882 -0.20759775 -0.12770918 -0.5388584 0.1175008 -0.07721998 -0.16766322 0.110932626 -0.112098746 -0.059870027 0.03658736 -0.20977259 -0.23129481 0.21445446 0.04983097 -0.06313285 0.18420768 -0.3128685 0.17268458 0.09469571 0.053331632 0.15019208 -0.22844568 -0.024060871 0.14474034 -0.12156209 -0.0939793 0.118885666 -0.13825433 0.05766103 0.34352025 -0.12321749 -0.060746584 0.054579623 -0.41055006 0.2840779 0.010599204 0.08958629 -0.42769852 -0.52495587 0.48286894 0.071925856 -0.06402694 0.055170335 0.018174773 -0.17087597 0.14919412
765	-0.49732208 -0.43312013 -0.3637712 -0.6652358 -0.048610568 0.6687911 -0.048446923 -0.1477444 0.20900878 0.03386631 -0.19298652 0.30152336 -0.048739925 0.51631886 -0.19764294 -0.041074604 0.07280213 0.26936758 -0.39618045 -0.49680176 0.29208204 -0.22154646 -0.12480355 -0.015938938 -0.30003396 0.37399194 -0.022519758 -0.22711718 0.19590974 0.47269613 -0.043300074 -0.31843573 -0.5876396 -0.10957066 -0.14931887 0.08074013 -0.24640408 0.4129265 -0.66030145 0.5933799 -0.318665 -0.29781762 -0.1336648 -0.3739719 0.1725586 -0.08586952 0.13944228 -0.047018442 0.13047896 -0.26456866 0.54070264 -0.13347921 -0.6939225 0.52824724 0.24456446 0.37414804 -0.30709407 0.114728734 0.50412065 0.017022066 0.4881133 0.09096545 -0.421256 -0.3451035 -0.37186956 -0.19697532 -0.35335428 0.07206295 0.47746396 0.25547025 -0.5892356 0.21390143 0.20729446 -0.60554224 -0.00968547 -0.16218053 0.50095206 0.58528376 -0.2607195 -0.21292137 -0.12654738 0.026071467 0.1487156 0.42967868 0.18054129 0.345054 -0.18722087 -0.38597608 0.24471535 0.003809492 0.30290815 -0.39477706 -0.6878449 0.22244772 0.09211491 -0.3926521 0.2509559 -0.1278274 0.47161552 -0.11248882
766	-0.24147323 -0.11325902 -0.23789452 -0.24551165 0.03388715 0.39371485 0.06762525 -0.052598722 0.113245696 0.0951075 0.050908968 0.32622474 -0.22215512 0.08780391 -0.023403373 -0.06839529 -0.027949963 0.32812056 -0.18287387 -0.10145249 0.3405976 -0.3244828 0.09936599 0.11852379 -0.21885906 0.07582762 -0.187231 -0.091688804 0.04596972 0.3104198 0.08479253 -0.30095997 -0.097156204 0.0041268454 -0.07946017 0.23013397 -0.08347664 -0.016775265 -0.36296353 0.33936796 -0.18242797 -0.281941 -0.04479698 -0.101873934 0.23377761 -0.07889153 0.116519414 -0.10233658 -0.05212535 -0.10368422 0.5327071 -0.04170794 -0.43344426 0.4042075 -0.11015493 0.02739666 -0.3153397 0.09631568 0.14421955 -0.08597332 0.27540502 -0.031855933 -0.21397975 -0.10504212 -0.21151586 -0.16470337 0.112007186 0.03803113 0.15553159 0.05775059 -0.4605422 0.125422 0.0817871 -0.15661094 -0.058118552 -0.23187941 0.06434834 0.3129218 -0.110277824 -0.219193 0.008529428 -0.03472912 0.13504858 0.2551842 -0.13130854 0.052491605 0.10493208 -0.20644441 0.28941688 -0.012463838 0.04656239 -0.36738402 -0.5025159 0.37323457 0.029100606 -0.095741905 0.25292924 -0.092016645 0.04787885 0.1167368
767	-0.010279615 -0.052132156 -0.34799042 -0.38016436 -0.113994524 0.3859572 -0.14554271 -0.13693757 0.24786559 -0.17842947 -0.17807335 0.32583126 -0.019373164 0.19929172 -0.33912188 0.11535743 0.14711748 -0.24260376 -0.23284674 -0.7402129 0.2562091 0.020633202 -0.22515263 0.052350257 0.15732308 -0.23754255 0.33459562 -0.25165516 -0.07438587 0.50027055 -0.34045672 -0.4331749 -0.8233308 -0.34758118 -0.21677431 0.5025658 -0.3552319 0.30817717 -0.20144536 0.6667875 -0.49588954 -0.19024017 0.36987418 -0.5127532 -0.11489421 0.08610375 -0.021453528 0.1111155 0.27482328 -0.16635944 0.18839166 -0.6522924 -0.2956749 0.0010218658 0.48527744 -0.09250598 -0.20419535 0.093632944 0.7272722 0.124021284 0.33728865 -0.1472831 -0.42859995 -0.38602188 -0.29893914 0.13897294 -0.60302144 0.22591646 0.17601292 0.42182112 0.074622124 0.14433901 0.094638474 -0.54979837 0.18903926 -0.2863278 0.18994403 0.1559987 -0.27087644 -0.15091899 -0.1544803 0.024645837 0.06520863 0.38088223 0.04266637 0.24095847 -0.005423081 -0.43340975 0.37373203 0.07139197 0.2449958 -0.65682715 -0.36083427 0.24453346 0.6455165 -0.052233852 0.49847254 -0.012178973 0.33726147 -0.09401052
768	-0.2738274 -0.11699876 -0.3308177 -0.37667036 0.22502233 0.6505763 0.2545861 -0.031077713 0.54029316 0.19972943 -0.11496688 0.46125153 -0.20923014 -0.14492774 -0.055834897 0.1810819 0.39230183 0.58498204 -0.31035188 -0.090376705 0.29675034 -0.617635 0.18530989 0.063938886 -0.2228826 -0.01813743 -0.3161944 -0.35489863 -0.021901913 0.3297302 0.19132839 -0.30800566 -0.0030722637 0.13494003 0.45373088 0.113809295 -0.3900309 -0.13460813 -0.54245275 0.7187062 -0.13127406 -0.40620902 -0.38964942 -0.06116729 0.25351328 -0.3897513 0.4302046 -0.2360103 -0.2982289 0.037097182 0.61252487 0.18555403 -0.46042332 0.3070866 -0.21856849 -0.01506139 -0.3565845 -0.15125152 0.14989598 -0.4062853 0.30684346 0.09395391 -0.45072854 -0.25279287 -0.31438228 -0.33221623 0.47787246 -0.28094736 -0.073816195 0.18116394 -0.44254857 0.39692208 0.1827933 -0.3879612 -0.083906256 0.046812207 0.15929691 0.47759297 -0.77490544 -0.089092895 0.061584294 -0.3288494 0.21317555 0.36294574 -0.23884338 -0.1613276 0.14903785 -0.22255701 0.056017097 -0.16181774 0.5601682 -0.7156067 -0.64246136 0.5461242 -0.02085666 -0.558386 0.2693055 -0.049993094 0.17008156 0.17786445
769	-0.003621783 -0.18275607 -0.20529762 -0.085929096 -0.014727202 0.40951163 0.23385136 -0.21787305 -0.121958785 0.22168833 -0.14293906 -0.08694537 -0.26599932 0.20062977 0.07258527 -0.04003589 -0.00715758 0.31564885 0.19713452 0.017390052 0.34300423 -0.52991515 0.42076877 0.35826272 -0.7450097 0.5342086 -0.17536317 -0.10039082 -0.49121022 0.2752798 0.4933018 -0.057076428 0.6122237 0.3529597 -0.020313805 0.009352246 0.23452163 -0.37990606 -0.51316494 0.29352903 -0.28423104 0.029365696 -0.2485487 0.031966984 0.3510365 -0.16861781 -0.14602344 -0.109314255 -0.24401689 0.17546614 0.4377382 0.14295886 -0.07785702 0.55014503 -0.3970599 0.20905425 -0.006028044 0.1578346 -0.0937912 -0.02107325 -0.04643017 -0.33807838 -0.099819854 -0.038255483 -0.32701614 -0.18818611 0.25575525 0.17690004 0.2363812 -0.29419658 -0.81749016 -0.14996698 0.0714185 0.15683514 0.045075264 -0.11016787 -0.019619463 0.2509745 -0.08159858 -0.07982771 0.509754 0.20924437 0.22901392 0.22179852 0.20891319 0.16080323 0.255052 -0.0325974 0.017452113 0.24661191 -0.049596407 -0.08175673 -0.53555685 0.033105742 -0.6191371 -0.29257143 0.15063605 -0.41572735 -0.49344262 0.17699079
770	-0.36432633 -0.10668041 -0.17877823 -0.27300674 -0.15127453 0.67378974 -0.06563134 -0.3018144 0.13513017 0.12257259 -0.11017693 0.15753382 -0.2026704 0.28785267 -0.15251249 -0.026327971 0.17209673 0.31764078 -0.16024262 -0.23891358 0.20394182 -0.3327644 0.029372152 -0.07046784 -0.3724654 0.26370585 -0.19505472 -0.09930271 -0.008882891 0.24568965 0.11343675 -0.2045809 -0.14651448 0.057080936 0.038430136 0.14514144 -0.18601325 -0.06079281 -0.53489816 0.58109504 -0.1870252 -0.35367882 -0.03310104 -0.095012 0.26887682 -0.060914386 0.29114527 -0.057078645 0.0003239521 -0.021637926 0.531301 -0.09098652 -0.50649524 0.4215776 -0.16869582 0.23521718 -0.10642996 0.056643263 0.34986532 -0.091376476 0.21858454 0.013401257 -0.33302903 -0.27114272 -0.24237607 -0.29077592 0.079280555 -0.080326065 0.33217487 0.1542527 -0.5390708 0.16227922 0.052553833 -0.43203717 0.015863027 -0.18919173 0.30124283 0.38673195 -0.33168393 -0.031181257 0.043308847 -0.06538716 0.054179598 0.298814 -0.13008416 0.15701996 0.023302725 -0.2248011 0.1961874 -0.09926405 0.26333037 -0.30992618 -0.43998152 0.22417216 -0.04185555 -0.22091702 0.18649538 -0.027853157 0.24690014 0.07463534
771	-0.15015066 -0.10163249 -0.37115824 -0.39742017 -0.024993846 0.52099097 0.06976879 -0.16730218 0.31534448 -0.06262659 -0.053282887 0.19710931 -0.14132275 0.0821967 -0.2243447 0.049124427 0.043375075 0.447187 -0.33331317 -0.2105088 0.5329075 -0.20752566 0.038334854 0.16741514 -0.18893577 0.105548434 0.031839397 -0.2386446 0.038902905 0.4887037 0.0007104175 -0.34972697 -0.14045897 -0.16279587 0.2242099 0.17216252 -0.16071495 -0.041467946 -0.54486233 0.52986914 -0.29882956 -0.185856 -0.02647185 -0.17767869 0.15160078 -0.3227819 0.06842963 -0.065471284 -0.17360243 -0.11622421 0.6648493 0.07493591 -0.4796636 0.30506647 0.069837414 0.03796804 -0.44022542 0.07371617 0.3049864 -0.28729317 0.20230643 -0.07269101 -0.26539436 0.008830231 -0.17374195 -0.11872508 -0.0008251972 0.047178537 0.042744 -0.045064725 -0.5418283 0.04262743 0.15910627 -0.36571473 0.11027018 -0.12694958 0.26614863 0.34970367 -0.37229398 -0.19600491 0.15665404 -0.16239208 0.04817001 0.6102721 -0.0073212874 -0.028722871 0.11555452 -0.49309444 0.29955676 0.06539334 0.2801821 -0.5003191 -0.67168885 0.49802864 0.2289472 -0.35725096 0.40165004 -0.18313982 0.20213151 -0.03803999
772	-0.18383126 -0.06729533 -0.7228537 -0.59935933 0.073639095 1.0180819 0.17776911 -0.2037186 0.7540746 0.046699785 -0.18213259 0.51423097 -0.29644626 -0.1235985 -0.28977537 0.20464838 0.54638225 0.608223 -0.33816674 -0.40598777 0.6551817 -0.7987325 0.17645486 0.23715732 -0.3213651 -0.041838497 -0.0643667 -0.6075176 -0.11713275 0.7448656 0.1910064 -0.525863 -0.063352644 0.032595597 0.5017034 0.39823827 -0.33572125 -0.14765887 -0.8165411 0.94937915 -0.35289794 -0.63297594 -0.29642 -0.20153669 0.19545284 -0.4036902 0.18434918 -0.14455768 -0.43612787 0.15430982 1.179224 0.16607173 -0.52028394 0.4813766 -0.07187469 -0.12436476 -0.73574024 -0.024682725 0.3332664 -0.51302737 0.60426813 -0.18465303 -0.49410582 -0.49876192 -0.46264878 -0.25565466 0.37961495 -0.23876663 -0.13735309 0.15086709 -0.8694241 0.37390628 0.12979433 -0.6876626 0.14017516 -0.31040058 0.3529881 0.6050354 -0.87973535 -0.007708814 0.17663524 -0.2946555 0.29022977 0.84196746 -0.15889093 -0.15176871 0.13474469 -0.5254278 0.35694897 -0.13149379 0.9340947 -1.2221797 -1.1039332 1.0269477 0.19820885 -0.9558397 0.6450327 -0.22920513 0.22820657 0.17211325
773	-0.5613192 -0.349238 -0.4980867 -0.6091525 0.22014241 0.60653526 -0.014214475 -0.031764917 0.7999551 0.033219658 -0.16209693 0.50612026 0.26432705 0.12880093 -0.1988986 0.086898826 0.5448487 0.4074861 -0.5733903 -0.28806135 0.22204968 -0.32872295 -0.068140216 -0.005172751 -0.19437182 0.068879224 -0.22417676 -0.5669322 0.1613081 0.4420753 0.09067864 -0.15524462 -0.3389688 -0.111771844 0.72321665 0.015105106 -0.48089355 0.0628253 -0.54518354 0.61504376 -0.4608785 -0.2713246 -0.4774014 -0.2957397 0.16033646 -0.46122432 0.47674626 -0.18872224 -0.07743609 -0.05950287 0.2713231 -0.03815316 -0.3446358 0.18032366 -0.043083772 0.3033078 -0.2105013 -0.26214352 0.33389765 -0.28878656 0.28092605 0.121859 -0.6374268 -0.55928564 -0.34230813 -0.26654586 0.23360541 -0.051389743 0.27884454 0.33493558 -0.31366634 0.34332266 0.106118135 -0.6813971 -0.14785075 0.3178042 0.425199 0.68193644 -0.97721183 -0.0034407508 0.06349727 -0.046775207 0.20197193 0.5447994 0.14448594 -0.015887342 -0.047143273 -0.22583517 -0.24293149 -0.29220295 0.9229369 -0.6778698 -0.43838993 0.18251254 0.16791606 -0.6690239 0.3319007 -0.17874165 0.59356576 -0.034188107
774	-0.22873595 -0.12208623 -0.061098885 -0.29930404 0.037647747 0.2311983 -0.05719581 -0.06300868 0.23211008 -0.10021372 -0.14023946 0.13406286 -0.023383811 0.05718571 -0.27690944 0.0023741731 0.030151892 -0.12735882 -0.21772075 -0.31847906 0.20505336 0.06793613 -0.0748862 -0.11552571 0.081255086 -0.040645964 0.11440856 0.009010587 0.12592614 0.28082138 -0.23850194 -0.25481468 -0.5296805 -0.26549083 -0.040339954 0.32288188 -0.28515342 0.29756358 -0.24753496 0.36789337 -0.23251526 -0.008286994 0.34016982 -0.43375775 -0.037397437 0.17691104 0.0789775 0.02059873 0.17066313 -0.21616524 0.20263402 -0.3702511 -0.43178296 0.05370287 0.26650694 -0.118732184 -0.14568214 0.04899394 0.37524888 0.047643334 0.09477405 -0.027990108 -0.13526851 -0.15014352 -0.07379039 0.17573759 -0.34805375 0.07479366 0.25717643 0.32884622 -0.0071467794 0.31799576 -0.00735896 -0.42960483 0.16567697 -0.28510195 0.14429998 0.11734524 -0.23071909 -0.16645227 -0.19951448 0.01899846 0.12142451 0.16648582 -0.17304534 0.05975017 -0.035787635 -0.3051151 0.23946933 -0.058051042 0.15224165 -0.3606281 -0.3256237 0.090597555 0.4773877 0.087892726 0.22527048 0.1399787 0.3553593 -0.11639537
775	-0.08410084 0.054971803 -0.3472538 -0.22114536 0.11132598 0.5730015 0.4233219 -0.085268505 0.13147104 0.3981098 0.052323148 0.4115319 -0.39355493 -0.10269933 0.1889468 0.023706572 0.037526093 0.57247037 0.0011674855 0.013955074 0.33554354 -0.67651176 0.25375327 0.36235344 -0.22809725 -0.049872488 -0.33558932 -0.24094939 -0.09171924 0.4439484 0.33835965 -0.20555717 0.06141074 -0.05401217 -0.014844963 0.14862445 -0.013499284 -0.20108192 -0.5006421 0.6491558 -0.09286147 -0.31745788 -0.19405095 0.028175773 0.33154678 -0.24702734 0.12506163 -0.0034400774 -0.36983085 -0.037451673 0.73131263 0.10125346 -0.45560473 0.36520368 -0.21342127 -0.18308926 -0.5401935 0.1608255 0.13179585 -0.3711887 0.2699117 -0.028576186 -0.36817342 0.07862947 -0.3395727 -0.29403916 0.29481053 -0.027309354 -0.31583735 0.08293533 -0.5541135 0.30801246 0.040553883 -0.1445508 0.08263485 -0.1998594 -0.08775035 0.27367887 -0.14296456 -0.30857682 0.19009607 -0.4669377 0.18993855 0.3409512 -0.10798578 -0.30082485 0.347539 -0.35019147 0.31248644 0.110057354 0.2164569 -0.6872571 -0.8277429 0.79535496 0.0022619944 -0.48856318 0.3263814 -0.25484282 -0.15720272 0.25667804
776	-0.042875487 0.12012963 -0.27401122 -0.29153994 -0.11730587 0.29858235 0.17530125 -0.3076391 0.07638143 0.048193336 -0.16280425 0.13430098 -0.12502629 -0.012069447 -0.16009375 0.025510812 -0.029320534 -0.105351254 -0.17815456 -0.33284864 0.48509786 -0.34367156 0.05049188 0.22668341 -0.0868583 -0.24569078 0.051459618 -0.21825647 -0.24346021 0.2798824 -0.16442387 -0.36339796 -0.25459445 -0.22914203 -0.23537162 0.40007207 -0.07070515 0.1282767 -0.25525728 0.42615235 -0.13242432 -0.065652564 0.25348076 -0.24664135 0.13830909 0.15617706 -0.078916974 0.18709032 -0.06605813 -0.18054058 0.59868294 -0.26543477 -0.3544583 0.15227216 0.08913205 -0.30273342 -0.2812488 0.19029938 0.18708172 0.008312281 0.16436842 -0.3492332 -0.1808232 -0.18681505 -0.18509437 0.15480435 -0.12392369 0.018985506 -0.0025298547 0.33440742 -0.07116331 0.22987741 -0.16754997 -0.22172032 0.37748843 -0.35084152 0.12112354 0.13352606 -0.11944981 -0.08809297 0.00608116 -0.07057714 0.36743817 0.39901164 -0.09887015 -0.012814257 0.12362324 -0.32761607 0.5439541 -0.047685947 0.14814004 -0.66513824 -0.5464751 0.46187904 0.37468678 0.0038193245 0.34945512 -0.009158322 0.11712138 0.13185604
777	-0.037958957 0.18818878 -0.4548399 -0.17694268 -0.006470963 0.44947916 0.2593187 -0.1596063 0.14720461 0.12634258 0.029447615 0.45687386 -0.51405 -0.15401913 0.0880925 0.15028666 0.059567474 0.46260718 -0.0106638465 -0.049824916 0.510423 -0.60963887 0.24433094 0.45810035 -0.23359935 -0.21221502 -0.17715527 -0.5193464 -0.013804238 0.36658192 0.20610137 -0.32943624 0.04638496 -0.012686369 -0.05664596 0.2584786 -0.026669418 -0.27384743 -0.3611965 0.46801454 -0.15495981 -0.47130194 -0.03168799 0.115789704 0.3532406 -0.24665256 -0.0224072 0.03624645 -0.51970845 0.08294697 0.87561274 0.013786269 -0.25178835 0.37124947 -0.1918271 -0.33706063 -0.60542595 0.18323046 -0.0111104585 -0.3231979 0.22738798 -0.14509732 -0.25316462 -0.019644426 -0.31580314 -0.2765503 0.1648749 0.14409545 -0.43708813 0.08721397 -0.4549951 0.12103016 -0.007188265 -0.03608715 0.19328715 -0.32044694 -0.028076649 0.09504848 -0.28489023 -0.18810531 0.41028967 -0.38063058 0.17851047 0.55382663 -0.18761499 -0.07315375 0.36417767 -0.4945895 0.39381853 0.06646581 0.3544226 -0.79517174 -0.6655263 0.95652145 0.17765312 -0.44390014 0.42503098 -0.34977955 -0.14009485 0.26589197
778	-0.29947612 -0.1591111 -0.35680205 -0.25390744 -0.12407706 0.5024655 0.004095906 -0.083855785 0.23545319 0.13386963 0.018973406 0.26141083 -0.0696678 0.1907247 -0.096100785 -0.11888567 0.095136 0.45597038 -0.34055454 -0.14503528 0.26147944 -0.20621143 0.03230412 0.063991085 -0.3634868 0.08621244 -0.14599362 -0.33210272 0.09222916 0.39942685 0.025924537 -0.306585 -0.16817941 -0.015696304 0.12503164 0.0070887418 -0.21220501 0.030533943 -0.34170952 0.4763675 -0.27148739 -0.281763 -0.11669445 -0.11109266 0.28710938 -0.3144111 0.28821394 -0.083679244 -0.038896073 -0.01753712 0.43400696 -0.10689691 -0.46980938 0.33305943 -0.112493716 0.27725708 -0.29364344 -0.020876903 0.27079925 -0.061689273 0.19774923 -0.062028915 -0.33446902 -0.14958309 -0.14858711 -0.31717503 0.077740654 0.01838318 0.20316036 0.06329669 -0.46912277 -0.0055088433 0.07867148 -0.41219836 0.011163761 0.014903901 0.32995734 0.47493455 -0.36114022 -0.17241894 0.1921131 -0.13085356 0.09158078 0.52886426 0.012889458 0.09150955 0.080010034 -0.33414292 0.12997183 -0.14181595 0.24058925 -0.41653043 -0.49388897 0.2906864 -0.03249186 -0.31675258 0.3877804 -0.085612655 0.26291618 0.12948374
779	-0.12723137 0.27428392 -0.43369818 -0.2817732 0.3219843 0.50201553 0.40986815 -0.07877567 -0.022555154 0.33640888 -0.026398588 0.39886725 -0.585191 -0.09710016 0.08180382 0.10358838 -0.18726307 0.57225096 0.11862127 0.13252123 0.560999 -0.7187775 0.3921274 0.6326955 -0.29309124 0.037147105 -0.39558533 -0.39814714 -0.19699296 0.2639311 0.10471226 -0.47598222 0.2156655 -0.06894638 -0.20839746 0.045747142 -0.054304004 -0.1611744 -0.28438872 0.37257716 0.25675258 -0.1702242 -0.1679369 0.06175086 0.54350656 -0.26070276 0.13725497 -0.13602625 -0.73666376 -0.026185565 1.2575555 0.23773348 -0.5508766 0.5780299 -0.40740502 -0.316603 -0.80123955 0.21003433 -0.23998724 -0.3212908 0.14133297 -0.12875211 -0.09681025 0.07794291 -0.28513882 -0.37577394 0.4013293 -0.051799368 -0.38689414 0.20492814 -0.7314049 0.37718934 0.100011684 0.15179086 0.23389143 -0.2546555 0.06583204 0.1132406 0.021799836 -0.086565524 0.2058809 -0.36148015 0.08927809 0.5572214 -0.21977791 -0.2889532 0.14374708 -0.6464713 0.46381718 0.053632002 0.35889506 -0.7538404 -0.9580309 0.955165 0.0058037476 -0.21431348 0.025912693 -0.26754823 -0.37701064 0.4155332
780	-0.031244617 -0.16537133 -0.4508819 -0.052519083 0.3854466 0.69881856 0.34914958 0.13660556 0.5390434 0.0624407 -0.17075785 0.59115005 -0.37212765 -0.032849677 -0.044296358 0.26966107 0.16440973 0.6759641 -0.4175219 -0.15121329 0.47773886 -0.75725234 0.07255319 0.38345766 -0.45695114 -0.18918395 -0.19453903 -0.5253539 0.09950152 0.2860361 0.31249025 -0.6670202 -0.03255222 0.1866179 0.49894807 0.27917343 -0.1434891 -0.007813913 -0.6619691 0.6950728 -0.20767348 -0.5640844 -0.4426124 0.04034158 0.09066236 -0.51975137 0.36207494 -0.079859175 -0.31721112 -0.05785539 0.874659 0.09074585 -0.18837063 0.13808215 -0.10769209 -0.04646915 -0.5584761 0.120406136 -0.015899131 -0.43758976 0.41049334 -0.38095254 -0.6487914 -0.21797976 -0.4885008 -0.50093293 0.5258564 -0.029405223 -0.08285792 0.15248868 -0.5248588 0.16599034 0.40377802 -0.12007486 -0.0033736192 -0.08739336 0.2613922 0.61697775 -0.68006295 -0.21188454 0.24466719 -0.51542836 0.15454 0.6806999 -0.17247592 -0.07105166 0.13868435 -0.5097352 0.08528086 -0.033697966 0.77229226 -1.0782518 -0.7754727 0.874942 0.023646252 -0.6689293 0.41317412 -0.2352284 -0.03294789 0.3059412
781	-0.37085444 -0.36134884 -0.25830114 -0.44520774 0.34221974 0.5974505 0.006611605 -0.006707092 0.86349064 -0.039002918 -0.12150413 0.51221293 0.30737615 -0.11653289 -0.26558378 0.1847275 0.74757135 0.5447133 -0.5565955 -0.26182812 0.12908205 -0.44737428 -0.04912206 -0.024845535 -0.11737204 0.10259641 -0.05480247 -0.58996767 0.17381915 0.2814598 0.21196005 -0.12871176 -0.19122593 0.11459819 1.074645 -0.18363662 -0.5898912 -0.020281317 -0.56948763 0.79903007 -0.41351146 -0.41765854 -0.6686785 -0.08790899 -0.025277115 -0.6687292 0.44663963 -0.5593357 -0.1022107 0.12712453 0.15623607 0.27082545 -0.30617124 0.05951878 -0.058266472 0.4175636 -0.16356501 -0.5230119 0.18850088 -0.38346466 0.31444502 0.45764828 -0.6124311 -0.52157384 -0.2606768 -0.2516562 0.37570262 -0.19617854 0.014142746 0.2436533 -0.30388078 0.3598084 0.27654287 -0.6370419 -0.33143237 0.3993131 0.35769424 0.6863375 -1.1771231 0.2081608 -0.013429241 -0.14315267 0.18131147 0.4006016 -0.1014465 -0.12716818 -0.043125607 -0.1729095 -0.49220905 -0.23924866 0.90834904 -0.5400601 -0.33745098 0.1141911 -0.018539434 -0.80362266 0.3769989 -0.010820408 0.5064387 -0.10018743
